key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,date,frameRate,expName,session,participant,
space,1.83505658591,,,,2019_May_03_1422,59.9439065332,BCI_Exp_v10,001,,
