key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,date,frameRate,expName,session,participant,
space,2.11870365689,,,,2019_May_03_1439,60.3936602731,BCI_Exp_v10,001,,
