key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,date,frameRate,expName,session,participant,
space,2.93619111067,,,,2019_May_13_1059,59.9572926022,BCI_Exp_v10,001,,
