key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,date,frameRate,expName,session,participant,
space,3.32519324547,,,,2019_May_10_1649,59.9678381859,BCI_Exp_v10,001,,
