key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,date,frameRate,expName,session,participant,
space,1.2179898211,,,,2019_May_03_1427,59.9868462944,BCI_Exp_v10,001,,
