key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,date,frameRate,expName,session,participant,
space,28.2206203688,,,,2019_May_10_1709,60.0008799091,BCI_Exp_v10,001,,
