key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,date,frameRate,expName,session,participant,
space,3.61976826524,,,,2019_May_03_1429,59.9663731824,BCI_Exp_v10,001,,
