key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,date,frameRate,expName,session,participant,
space,7.11586388656,,,,2019_May_03_1434,59.9865950058,BCI_Exp_v10,001,,
