key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,date,frameRate,expName,session,participant,
space,2.13524366926,,,,2019_May_03_1422,59.9402682695,BCI_Exp_v10,001,,
