key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,date,frameRate,expName,session,participant,
space,0.511601751977,,,,2019_May_03_1438,60.0036874237,BCI_Exp_v10,001,,
