key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,date,frameRate,expName,session,participant,
space,0.409003363857,,,,2019_May_13_1112,59.9304432256,BCI_Exp_v10,001,,
