key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,date,frameRate,expName,session,participant,
space,1.82411580592,,,,2019_May_03_1440,59.9913698483,BCI_Exp_v10,001,,
