key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,date,frameRate,expName,session,participant,
space,5.84243761664,,,,2019_May_07_1159,59.9280807371,BCI_Exp_v10,001,,
