key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,date,frameRate,expName,session,participant,
space,1.06915484971,,,,2019_May_03_1432,59.9549494858,BCI_Exp_v10,001,,
