key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,Pupil_Liste,Pupil_Mean,feedback,key_resp_9.keys,key_resp_9.rt,date,frameRate,expName,session,participant,
space,0.396639413065,,,,,,,,,2019_May_03_1438,59.9980307662,BCI_Exp_v10,001,,
,,"[3.99, 3.97, 3.96, 3.95, 3.92, 3.92, 3.92, 3.92, 3.92, 3.43, 3.35, 3.33, 3.33, 3.4, 3.57, 3.67, 3.75, 3.81, 3.87, 3.91, 3.94, 3.99, 3.99, 4.01, 4.04, 4.07, 4.1, 4.13, 4.14, 4.17, 4.18, 4.2, 4.2, 4.23, 4.21, 4.22, 4.24, 4.25, 4.25, 4.26, 4.25, 4.27, 4.27, 4.26, 4.29, 4.3, 4.3, 4.32, 4.34, 4.32, 4.33, 4.35, 4.38, 4.41, 4.44, 4.46, 4.49, 4.51, 4.5, 4.51, 4.5, 4.51, 4.51, 4.51, 4.51, 4.51, 4.51, 4.49, 4.48, 4.47, 4.46, 4.44, 4.42, 4.41, 4.39, 4.39, 4.37, 4.35, 4.35, 4.36, 4.37, 4.38, 4.36, 4.36, 4.35, 4.36, 4.36, 4.34, 4.33, 4.32, 4.29, 4.28, 4.29, 4.29, 4.28, 4.3, 4.31, 4.32, 4.31, 4.32, 4.31, 4.32, 4.3, 4.29, 4.28, 4.27, 4.26, 4.25, 4.24, 4.22, 4.21, 4.21, 4.22, 4.22, 4.23, 4.23, 4.21, 4.19, 4.16, 4.15, 4.14, 4.14, 4.2, 4.24, 4.25, 4.27, 4.27, 4.27, 4.26, 4.24, 4.22, 4.2, 4.19, 4.17, 4.17, 4.19, 4.21, 4.21, 4.22, 4.22, 4.22, 4.22, 4.22, 4.2, 4.21, 4.23, 4.23, 4.24, 4.25, 4.26, 4.26, 4.27, 4.26, 4.26, 4.26, 4.27, 4.28, 4.28, 4.31, 4.31, 4.31, 4.34, 4.35, 4.36, 4.35, 4.38, 4.39, 4.42, 4.4, 4.37, 4.37, 4.37, 4.37, 4.37, 4.37, 4.37, 4.37, 4.37, 4.37, 4.37, 4.37, 4.37, 3.83, 3.99, 4.09, 4.23, 4.28, 4.28, 4.31, 4.33, 4.36, 4.36, 4.33, 4.32, 4.33, 4.33, 4.32, 4.33, 4.36, 4.36, 4.36, 4.36, 4.35, 4.35, 4.38, 4.37, 4.34, 4.35, 4.32, 4.36, 4.34, 4.34, 4.34, 4.32, 4.33, 4.28, 4.3, 4.29, 4.31, 4.31, 4.29, 4.25, 4.25, 4.27, 4.29, 4.29, 4.29, 4.28, 4.28, 4.27, 4.27, 4.24, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 3.98, 4.1, 4.2, 4.28, 4.28, 4.27, 4.28, 4.31, 4.33, 4.35, 4.35, 4.36, 4.36, 4.37, 4.39, 4.38, 4.41, 4.42, 4.39, 4.42, 4.42, 4.42, 4.44, 4.4, 4.39, 4.38, 4.38, 4.38, 4.37, 4.38, 4.38, 4.39, 4.35, 4.31, 4.3, 4.32, 4.34, 4.35, 4.34, 4.34, 4.34, 4.35, 4.32, 4.32, 4.3, 4.29, 4.3, 4.28, 4.26, 4.23, 4.23, 4.27, 4.28, 4.3, 4.31, 4.29, 4.3]",4.26,0.17985382,"[4.29, 4.33, 4.35, 4.38, 4.44, 4.45, 4.42, 4.46, 4.48, 4.51, 4.56, 4.57, 4.56, 4.54, 4.55, 4.54, 4.58, 4.58, 4.57, 4.57, 4.54, 4.57, 4.63, 4.65, 4.64, 4.59, 4.57, 4.54, 4.53, 4.51, 4.53]",4.52,visual,space,0.996160217098,2019_May_03_1438,59.9980307662,BCI_Exp_v10,001,,
