key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,Pupil_Liste,Pupil_Mean,feedback,key_resp_9.keys,date,frameRate,expName,session,participant,
space,3.31770436337,,,,,,,,2019_May_08_1509,59.9841450029,BCI_Exp_v10,001,,
