key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,date,frameRate,expName,session,participant,
space,1.25294433539,,,,2019_May_13_1113,59.9433630541,BCI_Exp_v10,001,,
