key_resp_4.keys,key_resp_4.rt,Baseline_Liste,Baseline_Mittelwert,Baseline_Standardabweichung,date,frameRate,expName,session,participant,
space,0.873736982249,,,,2019_May_13_1105,59.9498878023,BCI_Exp_v10,001,,
